cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cluster_idx
389,117,78,145,386,84,119,110,152,369,27
331,801,471,15,311,23,20,136,146,50,76
282,342,67,199,319,106,545,111,155,159,7
191,421,521,3,319,30,575,387,182,124,4
122,66,122,202,491,38,390,333,44,350,63
237,840,389,118,33,6,576,321,155,420,13
331,801,471,15,311,7,27,136,146,50,76
75,753,221,33,344,24,258,393,137,47,28
318,232,474,22,449,101,487,242,75,146,77
22,548,136,46,77,66,162,173,103,262,25
41,241,42,225,124,80,241,652,97,238,37
294,349,468,217,341,100,63,503,136,172,52
291,483,68,6,296,35,195,414,9,31,70
194,624,80,29,276,88,363,123,119,32,73
270,686,514,170,423,14,13,130,96,7,8
407,240,510,202,283,35,424,192,217,73,65
270,686,236,171,423,14,13,150,96,7,8
349,496,581,174,221,92,272,120,28,246,68
191,421,521,3,319,109,83,387,182,124,4
351,775,290,159,0,83,269,517,199,29,64
105,574,293,70,388,25,47,30,122,26,45
430,232,228,22,449,101,487,554,75,146,77
75,753,488,7,344,24,258,393,267,47,28
64,90,330,10,337,11,235,218,164,246,3
299,351,475,8,377,83,512,320,266,49,75
82,642,424,91,337,16,468,486,275,98,86
65,59,543,177,78,56,198,449,259,293,29
9,603,209,133,418,64,145,4,72,390,71
152,191,367,185,66,94,67,509,105,385,19
185,243,320,84,29,69,5,534,190,237,20
371,483,421,117,495,71,414,499,50,111,99
349,707,522,77,216,111,101,356,237,123,34
299,351,495,8,377,83,468,185,266,69,75
331,801,471,15,311,7,20,136,180,50,76
228,297,488,7,344,24,258,393,137,47,28
64,178,330,10,337,11,235,453,164,246,3
64,90,330,10,337,15,235,453,164,246,3
394,197,372,190,90,102,222,317,233,403,94
25,635,523,159,181,101,565,537,121,380,9
320,775,507,120,304,19,424,466,209,312,15
25,635,523,214,181,39,565,488,121,380,9
3,101,141,18,400,0,330,214,77,135,14
168,392,537,36,80,16,528,310,167,148,95
224,461,178,11,428,45,49,626,123,212,21
0,774,15,218,244,65,522,373,71,402,54
291,156,68,6,296,35,195,414,12,31,70
54,258,491,49,172,90,339,372,26,201,72
438,750,109,252,224,73,425,290,103,337,35
421,642,424,12,337,93,468,256,275,98,86
407,661,58,31,387,39,205,358,126,78,47
370,563,164,53,64,92,464,355,86,306,17
141,772,219,121,395,78,424,165,75,47,26
371,483,421,98,495,17,414,499,73,111,99
144,774,392,157,202,88,524,513,57,336,48
404,543,355,64,18,86,294,10,139,267,24
404,377,310,231,18,86,243,10,139,267,24
383,58,0,203,395,42,409,372,279,73,90
430,232,264,22,449,101,487,554,75,146,77
316,559,63,6,27,66,525,92,193,409,30
26,432,392,140,264,48,487,149,12,286,39
75,813,233,153,380,52,229,319,63,200,67
406,70,555,93,82,69,273,64,33,8,51
298,624,244,29,276,6,363,123,119,32,73
155,482,37,60,462,46,239,143,271,312,55
26,110,265,188,45,87,140,152,154,358,59
9,603,209,133,418,64,256,574,72,390,71
54,258,491,49,144,90,339,291,26,201,72
51,465,115,42,257,107,400,254,30,96,18
60,370,17,193,51,57,462,336,227,232,62
39,321,305,191,152,74,333,490,133,100,33
349,496,390,174,221,105,272,120,28,111,68
82,642,424,12,337,16,468,256,129,98,86
299,351,495,8,377,83,512,238,266,69,75
438,750,109,252,161,73,425,251,157,204,35
446,171,480,252,88,21,551,550,190,91,85
155,482,37,24,462,46,239,178,271,312,55
438,750,410,252,224,35,425,251,157,337,35
166,771,191,38,482,33,440,438,2,68,44
168,648,2,112,182,94,404,571,110,276,97
28,115,17,223,115,32,76,509,59,94,56
119,59,543,188,78,56,483,449,259,293,29
75,813,233,153,380,102,229,319,136,107,67
84,609,153,209,304,87,156,420,227,225,0
25,635,440,214,181,101,565,537,121,205,9
24,516,398,11,480,105,564,7,83,122,16
404,377,448,64,18,86,243,10,139,267,24
276,466,212,230,241,13,55,389,16,47,84
349,707,460,77,216,111,101,557,237,123,34
64,90,330,10,264,11,235,453,164,246,3
370,444,164,53,64,92,315,355,86,306,17
3,101,141,18,400,0,330,214,77,64,14
404,377,355,64,18,86,243,10,139,267,24
430,232,474,22,449,101,487,554,38,146,77
28,115,17,181,115,86,76,509,59,94,56
276,466,212,230,241,13,326,389,16,157,84
28,115,17,205,115,0,76,509,267,94,56
11,349,468,190,145,100,63,282,136,172,52
122,66,122,202,491,36,390,147,221,193,63
60,548,136,46,77,66,162,81,283,262,25
291,156,272,6,296,35,195,414,9,366,70
294,349,468,114,145,100,63,503,136,172,52
406,143,522,93,82,22,273,64,33,8,51
141,481,219,121,395,83,424,165,11,103,26
75,753,488,7,71,24,258,393,107,47,28
41,231,42,225,124,97,241,537,97,408,37
30,533,123,37,426,49,34,604,219,316,58
287,330,323,239,95,67,148,582,121,151,57
219,469,80,189,394,34,283,167,81,377,98
283,465,303,161,268,65,494,430,18,253,83
351,775,290,143,202,83,269,517,142,29,64
9,603,209,133,418,64,118,574,72,390,71
141,517,293,70,388,25,47,30,122,26,45
291,342,68,6,296,35,195,414,9,31,70
30,510,415,53,31,83,351,450,55,180,96
438,750,109,252,224,106,425,180,157,337,35
24,516,398,11,480,100,564,7,83,122,16
39,321,353,191,152,54,333,20,221,100,33
168,392,537,36,80,16,528,168,167,148,95
291,156,457,6,296,56,195,414,9,31,70
64,90,330,10,337,15,235,453,164,246,3
224,195,178,11,273,45,49,331,123,212,21
28,115,17,181,115,0,449,509,59,94,56
231,444,164,124,64,92,464,355,86,306,17
328,350,80,189,394,34,485,533,81,377,98
53,117,78,124,386,84,119,110,152,369,27
328,469,80,189,394,34,283,256,81,368,98
54,258,491,49,172,90,339,650,26,201,72
66,750,483,252,224,73,425,251,157,337,35
419,499,590,162,419,103,170,194,11,95,66
166,771,191,191,482,33,440,13,2,279,44
416,656,392,140,264,48,487,149,12,301,39
389,117,78,124,386,84,119,110,152,369,27
299,351,495,8,377,83,512,320,266,28,75
407,667,495,202,283,35,424,192,217,73,65
119,59,543,177,78,56,17,449,259,293,29
289,364,447,73,125,66,155,447,251,287,1
299,351,495,8,377,83,512,568,266,69,75
278,321,353,191,152,54,333,490,9,100,33
389,27,132,228,209,42,263,445,285,343,74
365,36,194,131,214,10,560,115,167,267,6
150,388,416,248,93,115,110,377,41,154,5
320,775,507,120,304,19,424,144,209,106,15
24,87,367,185,66,94,67,611,105,385,19
359,113,288,21,219,114,452,351,219,80,50
122,66,126,202,491,38,390,333,221,193,63
438,750,109,252,224,74,425,251,157,337,35
28,49,17,181,115,0,76,509,59,94,56
438,750,109,252,224,73,425,251,53,337,35
98,649,525,228,209,42,263,445,285,343,74
276,466,33,230,241,13,250,389,16,157,84
141,481,219,121,151,78,424,165,75,103,26
122,591,122,202,491,38,390,333,221,193,63
195,197,372,190,14,102,305,317,233,403,94
56,149,385,33,442,23,547,485,5,409,32
39,295,353,191,152,54,304,490,133,100,33
64,90,132,10,337,11,235,453,164,246,3
371,483,421,98,495,71,414,498,73,327,99
140,247,208,138,310,105,202,303,156,243,79
419,735,590,162,134,103,170,194,11,95,66
403,840,389,118,33,6,576,492,18,420,13
9,603,209,133,418,64,145,574,72,45,71
446,171,480,252,88,43,551,550,190,56,85
349,707,435,77,216,111,101,557,237,123,34
370,615,164,53,64,92,464,355,86,306,17
88,448,183,75,62,33,274,204,289,396,23
56,149,226,33,442,23,547,485,252,179,32
152,609,153,209,199,87,156,580,227,225,0
407,240,495,202,250,35,298,192,217,73,65
168,392,537,36,80,60,528,274,167,148,95
191,813,521,3,319,30,83,387,182,124,4
349,496,390,174,221,105,272,120,28,133,68
328,469,80,189,394,34,283,533,81,374,98
371,483,421,98,495,92,119,499,73,111,99
383,58,0,59,395,42,223,372,279,356,90
406,143,55,93,82,48,273,64,33,8,51
54,258,491,49,463,90,339,87,26,201,72
59,364,450,147,112,73,274,85,189,134,41
168,392,537,36,478,16,528,274,167,148,95
60,411,17,193,51,57,371,336,227,328,62
328,469,80,189,394,34,283,335,81,377,98
365,36,274,131,156,97,560,115,167,267,6
122,66,122,202,109,38,390,187,221,193,63
3,101,141,18,400,0,330,214,77,18,14
155,482,37,11,462,46,239,143,271,312,55
302,115,17,254,115,0,76,509,59,94,56
416,535,392,140,264,48,487,149,12,286,39
75,753,488,7,132,24,258,393,8,47,28
237,840,389,118,33,6,576,492,19,308,13
51,465,67,28,257,107,400,449,30,96,18
59,341,330,249,112,73,274,85,189,134,41
370,444,491,53,64,92,464,355,86,306,17
349,161,252,77,216,111,101,557,237,123,34
39,321,353,191,52,54,333,64,133,100,33
82,642,424,12,337,16,468,256,275,98,86
339,231,42,225,124,80,241,537,97,238,37
41,401,42,225,124,80,108,537,97,238,37
261,330,480,179,272,18,37,629,137,56,87
407,661,58,58,387,39,205,566,126,78,47
389,117,78,40,308,84,119,110,152,369,27
166,771,191,38,482,33,440,125,2,279,44
371,483,421,98,495,71,414,499,73,21,99
168,648,2,112,182,94,140,571,178,325,97
195,197,372,58,121,102,222,317,233,403,94
198,342,67,199,319,106,545,111,155,85,7
75,753,488,96,344,24,258,393,137,47,28
331,801,471,15,311,7,20,136,146,50,76
141,481,219,121,375,78,424,165,75,103,26
331,678,471,15,311,7,20,136,146,50,76
401,635,523,214,181,88,565,537,121,380,9
64,90,330,10,337,11,235,453,164,246,3
436,92,46,140,316,13,460,607,198,113,31
287,330,323,239,324,91,148,582,121,151,57
316,559,63,6,17,16,525,92,293,409,30
166,771,191,38,482,33,440,438,2,279,44
64,248,330,10,337,11,235,453,164,246,3
261,842,123,37,454,49,34,604,219,316,58
30,392,123,37,350,49,34,604,219,316,58
84,609,153,209,20,87,156,642,227,225,0
383,58,0,59,395,42,572,372,279,356,90
141,574,322,70,388,25,47,30,122,26,45
243,115,17,181,115,0,76,509,52,94,56
370,444,164,53,281,92,464,50,86,306,17
0,774,15,218,244,76,157,373,54,402,54
370,248,164,53,64,92,464,355,86,306,17
283,465,303,29,268,2,494,430,215,253,83
122,66,122,202,491,102,390,333,221,193,63
39,321,25,191,152,27,333,490,133,100,33
349,707,522,77,216,111,459,396,237,123,34
82,614,424,12,337,16,468,256,275,98,86
9,603,209,133,418,64,145,574,10,390,71
150,388,416,106,93,115,361,377,41,154,5
116,101,141,18,400,0,442,214,77,183,14
303,232,474,53,449,101,487,554,75,146,77
316,559,63,6,27,23,525,92,293,347,30
327,349,476,190,145,100,63,503,136,172,52
39,321,341,191,219,54,333,490,133,100,33
404,377,245,64,18,86,243,10,139,267,24
349,707,522,77,216,111,419,73,237,123,34
237,840,389,224,33,6,576,492,68,420,13
128,149,385,33,442,23,547,485,241,179,32
349,496,390,174,221,11,272,120,28,183,68
142,473,50,216,247,107,157,481,183,47,93
191,421,521,171,319,30,83,387,68,124,4
251,482,244,169,11,38,389,284,181,226,92
236,197,372,190,90,102,222,317,233,403,94
349,158,522,77,216,111,101,557,237,123,34
51,738,115,28,257,107,400,449,30,96,18
287,330,323,225,416,67,148,582,121,151,57
122,66,122,202,491,38,390,549,61,193,63
287,104,323,239,230,67,148,582,121,151,57
139,495,531,21,219,114,452,351,219,80,50
195,197,372,134,90,102,222,533,233,403,94
54,258,491,45,292,90,339,291,26,201,72
64,90,330,10,337,11,238,453,253,246,3
39,321,353,191,152,54,333,490,133,347,33
166,125,191,38,482,33,440,438,2,279,44
331,801,471,15,311,38,20,617,146,50,76
24,516,398,11,480,105,564,7,83,122,16
133,171,480,252,88,43,551,550,190,91,85
444,564,320,84,29,69,5,466,190,237,20
9,472,209,133,418,64,145,574,72,390,71
224,195,178,11,57,45,49,626,123,28,21
349,496,390,174,221,32,272,10,28,246,68
389,27,525,228,209,42,263,445,74,343,74
386,364,447,73,125,66,31,447,142,287,1
370,444,164,71,64,101,464,355,86,306,17
276,730,208,230,241,13,250,389,16,157,84
173,138,216,189,141,44,308,210,174,98,10
294,349,468,190,493,100,63,559,136,172,52
316,559,63,6,27,101,525,564,293,409,30
328,469,80,39,394,34,283,533,81,377,98
370,444,164,53,64,41,464,355,86,306,17
224,195,178,11,273,45,49,368,123,212,21
370,444,164,53,64,92,464,355,86,302,17
407,240,495,202,283,35,424,192,294,73,65
449,710,209,136,409,13,469,480,284,359,53
406,143,55,93,82,69,527,64,33,8,51
41,337,42,225,124,80,241,537,97,90,37
9,603,209,133,283,64,145,574,72,390,71
349,496,390,174,221,105,272,120,28,206,68
168,648,2,112,182,94,551,571,220,325,97
39,321,353,191,152,54,333,572,101,100,33
191,421,199,3,319,30,83,387,182,124,4
0,774,15,130,244,76,522,373,71,402,54
224,195,178,27,273,20,49,626,123,212,21
430,232,474,22,449,101,44,554,75,146,77
383,58,0,59,395,42,409,372,279,3,90
59,364,450,249,112,73,385,85,189,134,41
79,778,522,197,33,40,395,532,222,287,60
38,559,275,189,49,115,178,433,230,244,89
299,351,495,8,74,83,512,320,266,69,75
150,388,572,18,93,115,361,377,41,154,5
383,497,0,59,395,42,39,372,279,356,90
284,167,546,205,243,23,513,300,28,177,40
150,683,416,104,93,115,27,377,41,154,5
386,364,447,73,125,12,155,447,251,240,1
51,465,524,28,257,107,400,449,30,96,18
322,387,500,12,487,72,187,181,146,420,91
282,342,67,199,319,106,545,172,155,85,7
185,564,320,84,29,69,5,351,190,79,20
439,108,421,98,495,71,414,499,73,111,99
144,481,219,121,395,78,424,165,75,331,26
64,90,330,10,337,11,67,453,164,190,3
370,444,164,154,64,92,464,355,86,306,17
370,444,164,53,64,92,464,355,141,306,17
119,59,543,177,443,56,198,216,259,293,29
140,247,208,138,310,17,521,303,156,257,79
28,115,17,181,115,46,76,605,59,94,56
320,775,265,120,279,19,424,144,209,312,15
141,574,293,70,388,99,47,384,122,26,45
438,750,109,252,224,73,344,251,157,337,35
51,465,115,28,257,28,400,449,30,96,18
237,840,277,118,33,6,576,492,155,420,13
75,753,336,7,344,42,258,393,137,47,28
88,448,303,75,62,33,274,204,289,395,23
41,231,42,225,124,80,552,537,97,238,37
261,331,230,179,272,18,37,629,116,56,87
316,559,63,6,27,16,500,92,293,235,30
152,710,367,52,66,94,67,611,105,385,19
291,203,68,6,296,35,195,414,9,31,70
421,27,525,228,209,42,263,445,84,343,74
140,247,495,138,310,68,202,303,117,257,79
337,27,525,228,209,84,263,445,285,343,74
64,656,330,10,337,11,235,453,164,246,3
155,482,37,24,307,46,239,143,271,312,55
206,496,390,174,221,105,272,120,28,246,68
294,349,468,190,145,100,166,503,136,172,52
331,801,471,15,311,7,20,136,146,362,76
59,364,450,249,337,73,274,85,189,134,41
144,774,338,157,202,88,524,513,57,336,48
370,4,31,53,64,92,464,355,86,306,17
82,642,424,12,425,101,468,256,275,98,86
247,469,80,189,394,34,283,533,81,377,98
79,778,522,197,33,40,113,532,240,287,60
150,388,416,104,93,115,105,377,41,154,5
438,750,109,252,224,73,425,602,157,337,35
54,258,491,49,172,90,339,291,265,201,72
383,495,0,59,395,42,409,372,279,356,90
389,624,80,29,276,39,363,123,119,32,73
430,254,199,22,449,101,487,554,75,146,77
278,197,372,190,439,102,222,317,233,403,94
383,58,0,59,4,42,409,372,279,379,90
252,842,123,37,426,49,34,112,219,316,58
38,465,303,29,268,65,494,430,223,253,83
383,58,0,175,114,42,409,372,279,356,90
24,122,398,28,480,105,564,7,83,122,16
275,801,471,15,311,7,20,106,146,50,76
141,481,219,121,391,78,424,165,75,103,26
416,373,392,140,264,48,487,149,12,288,39
294,349,468,232,225,100,63,503,136,172,52
145,571,183,96,243,7,286,610,18,377,49
82,642,382,12,337,16,468,256,275,98,86
4,465,303,250,268,65,494,430,223,253,83
276,466,212,230,241,13,250,389,16,165,84
24,516,398,74,480,105,564,7,83,421,16
56,850,385,33,442,23,547,274,252,179,32
407,240,495,114,283,35,424,192,217,295,65
371,483,421,98,495,71,414,499,73,380,99
371,483,421,98,495,71,414,499,73,40,99
101,421,521,3,319,30,83,387,182,255,4
349,496,390,174,483,105,272,120,28,246,68
237,840,389,118,33,6,452,492,155,420,13
349,707,522,77,216,111,101,246,237,123,34
294,349,468,190,1,100,63,503,136,172,52
22,704,136,46,173,66,162,173,283,262,25
56,149,385,33,442,76,547,485,252,179,32
24,516,398,11,480,105,564,7,83,122,16
60,411,141,193,51,57,462,336,227,232,62
416,432,392,140,264,76,487,149,12,286,39
56,149,201,33,442,23,547,485,252,179,32
22,548,136,194,77,66,162,173,283,262,25
56,149,385,33,442,23,547,59,252,179,32
386,364,124,73,125,34,155,447,251,287,1
119,59,170,177,78,56,198,449,259,293,29
28,210,17,181,115,36,76,509,59,94,56
351,775,290,143,0,33,269,517,142,29,64
168,392,537,36,80,16,216,274,167,148,95
417,110,265,188,45,87,412,152,154,263,59
145,571,24,215,123,7,228,610,18,377,49
168,392,537,36,43,16,528,274,234,148,95
122,673,122,116,491,38,390,333,221,193,63
88,448,483,75,62,33,523,204,289,366,23
3,101,141,18,400,0,559,214,77,25,14
449,710,209,136,409,13,469,480,284,359,53
349,707,476,77,91,111,101,557,237,123,34
386,364,447,73,125,36,155,447,251,388,1
349,496,390,182,221,105,272,120,28,246,68
287,330,323,239,286,67,200,582,121,151,57
110,801,471,15,311,98,20,136,146,50,76
270,686,236,243,163,14,13,130,96,7,8
389,624,281,29,338,6,363,123,119,32,73
285,149,385,33,442,23,547,485,252,179,32
56,149,385,138,442,23,547,485,164,179,32
406,232,474,22,449,101,487,236,75,146,77
436,707,522,77,216,111,101,557,237,123,34
299,351,495,90,377,83,512,320,14,69,75
331,801,471,15,311,15,130,136,146,50,76
351,775,290,143,210,83,269,70,142,29,64
101,313,73,194,296,95,164,100,253,187,88
291,156,423,6,296,35,195,414,9,31,70
150,388,583,104,93,115,361,377,41,154,5
30,842,123,37,426,49,34,604,287,316,58
191,421,250,3,319,3,83,387,182,124,4
237,840,389,118,33,42,576,270,155,420,13
10,657,590,137,335,11,41,541,184,400,42
119,59,30,161,78,56,198,449,259,293,29
122,66,122,202,491,38,390,333,221,111,63
35,149,385,33,442,23,547,485,252,179,32
150,388,416,104,93,97,361,377,244,154,5
75,201,233,153,380,94,229,319,136,200,67
349,707,522,77,216,111,230,276,237,123,34
148,349,468,190,145,100,63,503,136,136,52
30,396,123,37,426,49,34,604,219,316,58
224,195,178,11,273,45,49,626,123,79,21
416,432,84,140,264,67,487,149,12,286,39
416,432,392,140,264,48,487,149,173,286,39
191,421,169,3,319,30,83,387,182,124,4
270,686,236,243,423,44,13,349,96,7,8
82,642,424,12,90,16,468,256,275,250,86
370,444,164,53,50,92,464,355,86,256,17
166,771,191,38,334,33,440,438,2,279,44
75,753,488,7,129,24,258,393,264,47,28
200,489,121,238,344,71,208,147,22,77,2
39,321,353,191,152,54,333,490,133,42,33
51,465,13,28,257,107,400,449,30,96,18
30,842,509,37,426,49,34,604,188,316,58
371,258,491,49,172,43,339,291,26,201,72
152,191,367,168,66,94,37,611,105,385,19
68,421,521,3,319,30,83,387,182,124,4
428,568,31,42,284,37,484,69,13,276,43
407,661,58,246,387,39,205,37,126,78,47
349,707,522,146,216,111,101,557,237,123,34
331,801,471,15,311,7,102,136,146,50,76
88,448,483,75,214,33,274,204,289,395,23
60,411,17,193,51,99,462,336,66,232,62
299,351,495,8,377,83,512,614,266,69,75
168,127,2,112,182,94,417,571,178,325,97
200,149,385,33,422,23,547,485,252,179,32
291,156,68,6,296,35,195,414,287,31,70
425,349,468,115,145,100,63,503,136,172,52
195,433,372,190,90,102,222,317,278,403,94
276,403,212,14,241,13,250,389,16,157,84
276,466,212,230,241,13,250,389,16,285,84
88,448,483,75,62,33,274,37,289,395,23
28,115,17,181,25,0,76,509,59,94,56
28,115,76,181,168,0,76,509,59,94,56
140,247,208,54,310,68,202,303,156,257,79
39,321,353,191,152,54,365,490,79,100,33
140,247,208,138,310,95,202,163,156,257,79
75,753,282,7,344,24,258,393,137,47,28
365,36,274,70,387,10,560,115,167,267,6
120,650,303,29,268,65,494,430,223,253,83
371,483,421,98,495,71,414,499,73,111,99
168,648,2,112,182,94,263,571,178,246,97
109,115,17,181,115,0,76,509,59,94,56
56,149,385,33,442,23,11,485,252,179,32
82,642,424,12,337,84,468,256,275,98,86
371,483,421,98,495,71,414,499,57,111,99
51,465,115,28,257,107,72,449,30,96,18
190,412,341,166,322,90,394,245,219,113,82
371,483,421,98,495,71,414,378,73,111,99
122,66,122,202,491,38,390,333,221,193,63
28,115,17,6,115,0,76,509,59,94,56
41,231,42,240,124,80,241,537,97,238,37
383,58,0,59,395,42,409,530,279,356,90
30,842,123,37,245,30,34,604,219,316,58
64,90,330,10,337,11,235,453,218,246,3
389,226,525,228,209,15,263,445,285,343,74
190,412,341,166,322,90,394,245,219,113,82
152,191,67,185,66,94,343,611,105,385,19
122,66,122,202,491,38,390,333,221,210,63
213,612,269,90,170,33,308,103,175,371,38
294,349,462,190,145,65,63,503,136,172,52
430,232,474,22,449,101,513,554,75,146,77
9,603,209,133,232,64,145,574,72,390,71
39,321,353,191,152,54,333,490,133,100,33
39,444,353,191,152,54,333,320,133,100,33
284,492,546,205,243,23,513,223,28,177,40
51,465,115,28,257,107,564,449,30,96,18
241,448,483,75,62,99,274,204,289,395,23
39,321,353,191,152,54,333,490,133,360,33
213,86,269,90,170,33,308,163,175,20,38
51,465,196,28,257,107,400,449,30,96,18
438,750,109,252,438,5,425,251,157,337,35
51,779,115,28,257,107,400,449,30,96,18
404,377,355,64,18,86,243,10,139,114,24
39,321,585,191,152,54,333,490,133,100,33
141,481,219,121,395,78,424,253,75,103,26
349,43,390,174,221,105,272,27,28,246,68
328,399,80,12,394,34,283,533,81,377,98
64,90,398,10,337,11,235,341,164,246,3
60,411,220,193,51,57,462,597,227,232,62
24,516,398,11,480,105,564,7,231,122,16
328,469,80,189,394,106,283,533,81,377,98
224,195,178,11,271,45,49,626,123,212,21
294,349,190,190,145,100,63,503,136,172,52
326,66,122,202,491,38,390,333,221,193,63
331,801,471,15,311,7,414,136,146,50,76
54,258,491,112,172,90,339,291,26,201,72
168,648,2,112,182,94,404,571,178,411,97
122,66,122,202,344,38,390,333,221,193,63
84,609,556,209,199,87,156,580,227,225,0
389,27,525,228,209,42,263,445,285,343,74
56,61,142,33,442,23,547,485,252,179,32
24,516,398,11,480,100,564,7,83,122,16
269,331,480,179,272,21,37,629,116,56,87
237,840,389,118,66,6,576,492,155,420,13
30,532,415,53,31,108,351,450,55,151,96
191,421,20,3,319,30,83,387,182,124,4
101,840,389,118,33,6,576,492,155,420,13
39,321,353,191,152,54,333,490,133,197,33
389,241,525,228,209,42,263,445,285,343,74
59,364,450,249,64,73,274,85,66,134,41
64,90,330,10,337,11,235,453,164,8,3
328,171,80,189,394,34,424,533,81,377,98
436,92,46,140,316,78,460,634,30,113,31
224,195,178,11,462,45,49,626,123,148,21
294,448,468,190,394,100,63,503,136,172,52
224,195,178,11,273,45,49,626,85,212,21
195,197,372,190,90,102,222,317,233,403,94
389,27,525,251,209,42,263,586,285,343,74
38,619,548,189,49,115,178,411,230,207,89
28,115,17,82,115,0,76,427,59,94,56
141,574,293,223,388,25,47,30,122,26,45
141,574,293,70,388,25,352,30,122,26,45
150,388,416,104,93,115,361,377,57,154,5
191,421,521,3,319,49,127,387,182,124,4
282,342,67,144,319,106,545,111,155,85,7
299,351,445,8,377,83,512,266,266,69,75
406,143,55,93,82,21,273,64,33,8,51
51,465,115,28,257,107,400,449,30,415,18
416,432,392,140,264,48,487,149,12,49,39
386,364,447,73,125,66,155,40,251,287,1
155,482,37,24,462,97,239,143,271,312,55
166,771,191,38,482,33,440,438,2,279,44
168,648,2,112,182,94,404,571,178,130,97
166,771,353,38,482,33,207,438,2,279,44
168,355,2,112,182,94,404,571,178,325,97
84,609,153,209,199,87,156,580,197,225,0
141,574,293,70,388,25,51,30,121,26,45
166,771,191,38,482,33,440,438,2,279,44
241,648,2,112,182,94,404,541,178,325,97
217,501,9,17,447,29,570,612,151,278,11
446,171,480,4,88,43,551,550,190,327,85
276,466,212,230,241,13,433,389,16,157,84
349,496,390,174,221,105,313,120,28,246,68
368,351,495,8,377,83,512,320,266,124,75
84,309,153,209,199,87,156,580,227,225,0
270,686,236,243,74,14,13,130,96,7,8
351,775,576,143,0,46,269,517,142,29,64
64,90,330,10,337,11,235,231,164,246,3
22,548,136,46,77,66,162,173,164,95,25
224,195,178,11,273,45,49,626,123,212,21
370,444,164,53,64,95,109,355,86,306,17
217,501,9,17,447,29,100,612,151,278,11
82,642,424,12,337,21,468,256,275,98,86
237,840,389,118,33,66,576,492,249,420,13
56,149,385,33,442,23,252,485,252,179,32
75,753,488,7,344,24,258,393,238,47,28
152,191,367,185,66,94,67,611,105,385,19
319,548,136,46,77,66,162,173,283,262,25
75,753,65,7,344,24,258,393,137,326,28
3,101,141,18,400,0,371,214,77,419,14
416,581,392,140,184,48,487,149,12,286,39
168,502,2,19,182,94,404,571,178,325,97
51,465,115,28,257,107,400,449,53,96,18
41,231,196,225,124,80,241,537,97,238,37
82,642,424,12,252,16,468,256,275,302,86
397,496,390,174,221,105,272,120,28,246,68
155,482,37,24,462,75,239,143,271,213,55
370,444,536,155,64,92,464,355,86,306,17
22,548,136,46,77,66,453,173,283,262,25
166,771,191,75,482,33,440,438,139,279,44
371,483,386,57,495,71,414,499,73,111,99
406,143,206,93,352,69,273,64,33,8,51
195,784,372,190,90,102,222,317,233,361,94
84,609,372,209,199,87,156,580,227,225,0
82,642,21,12,337,26,468,256,275,98,86
64,90,330,101,337,11,253,453,164,246,3
75,852,233,153,380,52,425,319,136,200,67
255,231,42,203,124,80,241,537,97,238,37
383,58,0,59,395,42,409,372,65,356,90
39,321,179,191,152,54,333,490,133,100,33
28,115,17,63,115,0,76,509,59,94,56
9,603,209,133,418,64,145,346,72,390,71
88,448,483,75,62,33,274,204,289,395,23
54,258,491,112,172,90,339,291,253,201,72
152,191,367,185,16,94,67,611,105,145,19
224,195,178,64,273,45,49,626,32,212,21
79,778,522,66,96,40,113,532,240,287,60
224,195,178,66,273,45,49,626,123,212,21
370,444,451,53,64,92,464,355,86,306,17
41,231,42,225,124,80,241,537,97,323,37
195,197,494,190,118,102,222,317,233,403,94
282,342,67,199,206,106,545,111,155,85,7
9,603,530,133,418,64,270,574,72,390,71
75,753,488,7,139,24,258,51,137,47,28
310,232,474,22,449,101,487,262,75,146,77
192,705,115,28,257,107,400,449,30,96,18
64,752,330,10,337,11,235,453,164,246,3
275,411,17,193,51,57,462,336,227,401,62
30,532,552,53,429,83,351,450,55,151,96
150,388,402,104,446,115,361,377,41,154,5
389,27,525,228,209,42,424,445,285,343,74
59,364,450,249,122,73,274,85,189,134,41
282,342,67,199,319,106,545,111,155,100,7
404,377,355,64,18,86,243,346,139,267,24
30,532,415,53,31,83,351,450,120,371,96
224,195,178,11,273,100,49,626,123,26,21
141,574,293,70,388,25,481,30,122,26,45
41,231,367,225,124,80,241,383,97,238,37
277,388,416,104,93,115,361,377,41,154,5
185,564,320,84,29,69,5,466,190,237,20
416,432,392,140,264,48,487,149,119,286,39
141,481,219,121,395,86,424,165,75,103,26
224,195,178,11,329,45,49,626,123,212,21
144,774,420,157,202,88,524,73,57,336,48
140,247,208,138,273,68,156,303,156,257,79
75,753,488,7,344,24,327,393,245,47,28
121,801,471,15,311,89,20,136,146,50,76
217,501,99,17,447,29,570,612,151,278,11
144,774,420,157,202,1,524,513,57,297,48
218,330,478,239,324,67,148,582,121,151,57
291,156,68,6,296,67,195,414,9,31,70
10,657,170,137,335,11,41,541,184,229,42
54,258,478,49,172,90,339,291,26,201,72
284,492,51,205,243,29,513,300,28,177,40
191,421,521,3,319,51,83,387,182,124,4
432,58,0,59,395,42,409,372,278,356,90
88,448,483,75,62,33,274,204,289,395,23
283,465,324,29,268,65,373,430,223,253,83
166,771,191,38,482,33,399,438,191,279,44
141,119,219,121,395,78,504,165,75,103,26
